"correct","correct_response","position","response","response_time","stimuli","stimuli_category","trial"
"1","q","L","q","792.4513","100_s_6_0g_l_5.jpg","4","95"
"1","None","A","None","2000.0299","100_s_6_0g_a_2.jpg","2","83"
"1","p","R","p","1078.2084","100_s_6_0g_r_4.jpg","6","99"
"0","p","R","None","2000.0279","100_s_12_0g_r_2.jpg","12","17"
"1","q","L","q","591.6516","100_s_12_11g_l_4.jpg","9","24"
"1","q","L","q","897.8348","100_s_12_0g_l_5.jpg","10","15"
"1","p","R","p","951.951699999","100_s_24_0g_r_4.jpg","18","59"
"1","p","R","p","620.186300001","100_s_6_0g_r_3.jpg","6","98"
"1","None","A","None","2000.0265","100_s_6_6g_a_9.jpg","1","120"
"1","None","A","None","2000.0354","100_s_24_0g_a_1.jpg","14","42"
"1","q","L","q","537.7309","100_s_6_5g_l_5.jpg","3","105"
"1","q","L","q","598.732999999","100_s_6_5g_l_3.jpg","3","103"
"1","None","A","None","2000.0314","100_s_12_0g_a_5.jpg","7","6"
"1","q","L","q","923.048000001","100_s_6_5g_l_2.jpg","3","102"
"1","q","L","q","1080.2472","100_s_6_0g_l_4.jpg","4","94"
"1","None","A","None","2000.0285","100_s_24_0g_a_9.jpg","14","50"
"1","p","R","p","1002.5403","100_s_6_5g_r_2.jpg","5","107"
"1","q","L","q","1108.7119","100_s_24_0g_l_4.jpg","16","54"
"1","None","A","None","2000.0315","100_s_24_0g_a_6.jpg","14","47"
"1","p","R","p","1500.2868","100_s_24_0g_r_5.jpg","18","60"
"1","None","A","None","2000.0488","100_s_24_24g_a_3.jpg","13","74"
"1","None","A","None","2000.0244","100_s_6_0g_a_1.jpg","2","82"
"1","None","A","None","2000.2552","100_s_6_0g_a_7.jpg","2","88"
"1","q","L","q","1298.1803","100_s_24_23g_l_2.jpg","15","62"
"1","None","A","None","2000.0244","100_s_12_0g_a_9.jpg","7","10"
"1","None","A","None","2000.0331","100_s_24_0g_a_7.jpg","14","48"
"1","None","A","None","2000.0239","100_s_6_0g_a_4.jpg","2","85"
"1","q","L","q","1184.1515","100_s_6_0g_l_1.jpg","4","91"
"1","None","A","None","2000.0297","100_s_6_0g_a_9.jpg","2","90"
"1","p","R","p","1541.1252","100_s_12_11g_r_5.jpg","11","30"
"1","None","A","None","2000.0235","100_s_12_12g_a_10.jpg","8","31"
"1","None","A","None","2000.0254","100_s_6_6g_a_3.jpg","1","114"
"1","None","A","None","2000.0447","100_s_6_0g_a_6.jpg","2","87"
"1","None","A","None","2000.0233","100_s_12_0g_a_8.jpg","7","9"
"1","p","R","p","1161.8612","100_s_6_5g_r_5.jpg","5","110"
"1","None","A","None","2000.0326","100_s_24_0g_a_10.jpg","8","41"
"1","None","A","None","2000.0379","100_c_12_6g_a_1.jpg","24","141"
"1","q","L","q","1321.9523","100_c_24_11g_l_2.jpg","31","162"
"1","q","L","q","1247.7944","100_c_6_3g_l_1.jpg","20","231"
"1","None","A","None","2000.0243","100_c_12_6g_a_17.jpg","24","138"
"1","None","A","None","2000.0225","100_c_12_6g_a_7.jpg","24","148"
"1","q","L","q","1102.5391","100_c_12_5g_l_1.jpg","26","121"
"0","p","R","None","2000.0269","100_c_12_6g_r_2.jpg","27","157"
"1","None","A","None","2000.0402","100_c_6_3g_a_7.jpg","19","228"
"1","p","R","p","1259.0687","100_c_6_3g_r_4.jpg","22","239"
"1","p","R","p","1315.0654","100_c_24_12g_r_5.jpg","32","200"
"1","None","A","None","2000.028","100_c_24_12g_a_7.jpg","29","188"
"1","p","R","p","1700.0041","100_c_12_6g_r_1.jpg","27","156"
"1","None","A","None","2000.3998","100_c_12_6g_a_15.jpg","24","136"
"1","None","A","None","2000.0227","100_c_24_12g_a_10.jpg","29","171"
"1","None","A","None","2000.0299","100_c_6_3g_a_3.jpg","19","224"
"1","q","L","q","891.191000001","100_c_12_6g_l_3.jpg","25","153"
"1","q","L","q","762.1843","100_c_6_2g_l_1.jpg","21","201"
"1","None","A","None","2000.0227","100_c_6_3g_a_13.jpg","19","214"
"1","None","A","None","2000.0306","100_c_12_6g_a_5.jpg","24","146"
"1","p","R","p","627.8454","100_c_6_2g_r_1.jpg","23","206"
"1","None","A","None","2000.0415","100_c_6_3g_a_17.jpg","19","218"
"1","q","L","q","712.0196","100_c_24_11g_l_4.jpg","31","164"
"1","None","A","None","2000.0232","100_c_12_6g_a_13.jpg","24","134"
"1","None","A","None","2000.0254","100_c_12_6g_a_19.jpg","24","140"
"1","None","A","None","2000.0409","100_c_6_3g_a_16.jpg","19","217"
"0","q","L","None","2000.0223","100_c_24_11g_l_1.jpg","31","161"
"1","None","A","None","2000.0288","100_c_24_12g_a_15.jpg","29","176"
"1","p","R","p","659.614","100_c_6_3g_r_3.jpg","22","238"
"1","p","R","p","1611.6906","100_c_6_2g_r_2.jpg","23","207"
"1","q","L","q","1157.8589","100_c_6_3g_l_3.jpg","20","233"
"1","p","R","p","1625.939","100_c_24_11g_r_4.jpg","33","169"
"1","None","A","None","2000.0315","100_c_12_6g_a_6.jpg","24","147"
"1","None","A","None","2000.0384","100_c_6_3g_a_2.jpg","19","223"
"1","None","A","None","2000.0298","100_c_24_12g_a_11.jpg","29","172"
"1","q","L","q","955.8158","100_c_12_6g_l_2.jpg","25","152"
"1","p","R","p","1664.5659","100_c_24_11g_r_2.jpg","33","167"
"1","q","L","q","1424.4769","100_c_24_12g_l_1.jpg","30","191"
"1","p","R","p","1330.3012","100_c_12_5g_r_5.jpg","28","130"
"1","None","A","None","2000.025","100_c_12_6g_a_14.jpg","24","135"
"1","None","A","None","2000.0195","100_c_12_6g_a_8.jpg","24","149"
"1","q","L","q","861.3962","100_c_6_3g_l_2.jpg","20","232"
"1","None","A","None","2000.0326","100_c_6_3g_a_8.jpg","19","229"
"1","None","A","None","2000.0232","100_c_6_3g_a_6.jpg","19","227"
"1","p","R","p","1258.9619","100_c_12_5g_r_3.jpg","28","128"
"1","None","A","None","2000.027","100_c_24_12g_a_18.jpg","29","179"
"1","p","R","p","605.891300002","100_c_6_2g_r_5.jpg","23","210"
"1","q","L","q","800.165699999","100_c_12_6g_l_1.jpg","25","151"
"1","q","L","q","1690.9074","100_c_24_12g_l_2.jpg","30","192"
"1","None","A","None","2000.024","100_c_6_3g_a_11.jpg","19","212"
"1","p","R","p","1972.4023","100_c_12_5g_r_1.jpg","28","126"
"1","None","A","None","2000.0254","100_c_24_12g_a_12.jpg","29","173"
"1","None","A","None","2000.03","100_c_24_12g_a_3.jpg","29","184"
"1","None","A","None","2000.0278","100_c_6_3g_a_1.jpg","19","221"
"1","p","R","p","976.4849","100_c_6_3g_r_5.jpg","22","240"
"1","p","R","p","1835.8695","100_c_24_11g_r_3.jpg","33","168"
"1","None","A","None","2000.0326","100_c_6_3g_a_19.jpg","19","220"
"1","p","R","p","1408.1266","100_c_12_5g_r_4.jpg","28","129"
"1","None","A","None","2000.0422","100_c_12_6g_a_12.jpg","24","133"
"1","q","L","q","1205.0953","100_c_6_2g_l_5.jpg","21","205"
"1","p","R","p","1199.9135","100_c_6_2g_r_3.jpg","23","208"
"1","None","A","None","2000.1458","100_c_6_3g_a_4.jpg","19","225"
"1","p","R","p","645.376","100_c_12_6g_r_4.jpg","27","159"
"1","q","L","q","974.226100001","100_c_24_12g_l_5.jpg","30","195"
"1","None","A","None","2000.0319","100_c_12_6g_a_11.jpg","24","132"
"1","None","A","None","2000.0282","100_c_6_3g_a_14.jpg","19","215"
"1","p","R","p","942.755","100_c_24_12g_r_2.jpg","32","197"
"1","p","R","p","1563.4197","100_c_24_11g_r_5.jpg","33","170"
"1","p","R","p","1183.9396","100_c_12_6g_r_5.jpg","27","160"
"1","None","A","None","2000.0449","100_c_6_3g_a_15.jpg","19","216"
"1","p","R","p","1381.7309","100_c_24_11g_r_1.jpg","33","166"
"1","None","A","None","2000.0236","100_c_6_3g_a_9.jpg","19","230"
"0","q","L","None","2000.0244","100_c_24_12g_l_3.jpg","30","193"
"1","None","A","None","2000.0432","100_c_12_6g_a_10.jpg","24","131"
"1","None","A","None","2000.0264","100_c_24_12g_a_6.jpg","29","187"
"1","None","A","None","2000.0325","100_c_6_3g_a_5.jpg","19","226"
"1","None","A","None","2000.03","100_c_12_6g_a_9.jpg","24","150"
"1","None","A","None","2000.0226","100_c_24_12g_a_5.jpg","29","186"
"1","None","A","None","2000.0267","100_c_6_3g_a_10.jpg","19","211"
"1","q","L","q","1751.7537","100_c_6_2g_l_2.jpg","21","202"
"1","q","L","q","1308.5404","100_c_24_11g_l_5.jpg","31","165"
"1","None","A","None","2000.0417","100_c_12_6g_a_3.jpg","24","144"
"1","q","L","q","1845.5768","100_c_24_11g_l_3.jpg","31","163"
"1","None","A","None","2000.0316","100_c_24_12g_a_2.jpg","29","183"
"1","p","R","p","681.174499998","100_c_12_5g_r_2.jpg","28","127"
"1","None","A","None","2000.0208","100_c_24_12g_a_4.jpg","29","185"
"1","q","L","q","931.424500002","100_c_6_3g_l_4.jpg","20","234"
"1","None","A","None","2000.0269","100_c_24_12g_a_1.jpg","29","181"
"1","p","R","p","1650.8362","100_c_24_12g_r_1.jpg","32","196"
"1","None","A","None","2000.0417","100_c_12_6g_a_2.jpg","24","143"
"1","None","A","None","2000.03","100_c_24_12g_a_20.jpg","29","182"
"1","None","A","None","2000.0323","100_c_24_12g_a_16.jpg","29","177"
"1","None","A","None","2000.0339","100_c_12_6g_a_20.jpg","24","142"
"1","q","L","q","1140.9979","100_c_24_12g_l_4.jpg","30","194"
"1","q","L","q","1001.1285","100_c_12_5g_l_2.jpg","26","122"
"1","None","A","None","2000.0294","100_c_6_3g_a_12.jpg","19","213"
"1","p","R","p","1366.6752","100_c_24_12g_r_4.jpg","32","199"
"1","p","R","p","1018.7108","100_c_24_12g_r_3.jpg","32","198"
"1","q","L","q","1732.3591","100_c_12_5g_l_4.jpg","26","124"
"1","None","A","None","2000.083","100_c_24_12g_a_13.jpg","29","174"
"1","q","L","q","1107.6794","100_c_12_6g_l_4.jpg","25","154"
"1","q","L","q","794.077300001","100_c_12_6g_l_5.jpg","25","155"
"1","p","R","p","724.128800001","100_c_6_3g_r_2.jpg","22","237"
"1","None","A","None","2000.0293","100_c_24_12g_a_9.jpg","29","190"
"1","None","A","None","2000.2273","100_c_24_12g_a_17.jpg","29","178"
"1","q","L","q","1941.0892","100_c_12_5g_l_3.jpg","26","123"
"1","None","A","None","2000.0204","100_c_12_6g_a_4.jpg","24","145"
"1","None","A","None","2000.0363","100_c_24_12g_a_19.jpg","29","180"
"1","None","A","None","2000.0338","100_c_24_12g_a_14.jpg","29","175"
"1","p","R","p","576.430699999","100_c_6_3g_r_1.jpg","22","236"
"1","p","R","p","1187.1103","100_c_6_2g_r_4.jpg","23","209"
"1","q","L","q","1102.5982","100_c_6_2g_l_4.jpg","21","204"
"1","q","L","q","540.741500001","100_c_6_2g_l_3.jpg","21","203"
"1","None","A","None","2000.2694","100_c_12_6g_a_18.jpg","24","139"
"1","None","A","None","2000.0262","100_c_6_3g_a_20.jpg","19","222"
"1","None","A","None","2000.0212","100_c_24_12g_a_8.jpg","29","189"
"1","None","A","None","2000.0323","100_c_12_6g_a_16.jpg","24","137"
"1","q","L","q","1706.2899","100_c_12_5g_l_5.jpg","26","125"
"1","None","A","None","2000.0245","100_c_6_3g_a_18.jpg","19","219"
"1","q","L","q","1025.5837","100_c_6_3g_l_5.jpg","20","235"
"0","p","R","None","2000.0215","100_c_12_6g_r_3.jpg","27","158"
